user_id,total_debt,avg_monthly_spending,total_balance,income,age,gender,credit_score,dependents,loan_amount
4377,6592.26,1856.52,57242.77,113904.55,61,Non-Binary,749,3,183972.39
4378,14490.84,1716.54,71424.55,82741.02,19,Male,514,2,63733.42
4379,21544.54,2008.27,68068.41,90450.02,66,Female,586,2,85994.34
4380,33543.07,2115.57,30082.11,99135.06,28,Male,762,4,115704.87
4381,897.39,1363.95,91377.62,90489.54,34,Male,736,5,149146.51
4382,14568.94,2570.01,49069.67,57634.31,78,Non-Binary,658,0,84095.42
4383,5490.6,1622.18,149409.92,95574.97,23,Female,776,2,187113.55
4384,6869.83,2671.53,13306.82,20000.0,68,Female,540,0,17189.04
4385,49115.33,1299.3,143033.43,118577.38,22,Non-Binary,545,3,64978.98
4386,44862.83,2268.0,0.0,97029.07,34,Non-Binary,680,1,97314.61
4387,22677.04,2687.88,128155.11,71484.71,68,Female,491,0,50849.05
4388,626.83,2215.03,42216.46,75815.24,71,Female,584,5,81531.59
4389,34494.7,2540.59,108093.13,79138.76,26,Male,440,4,23864.51
4390,27065.06,2235.75,101199.03,107009.58,67,Female,564,0,115120.47
4391,21922.98,2130.09,32234.67,65271.87,47,Non-Binary,642,2,64692.81
4392,11634.48,1943.21,27534.58,83743.58,46,Male,751,5,124172.11
4393,1767.42,2467.9,32533.9,94720.77,38,Non-Binary,702,0,203821.39
4394,12170.63,1674.79,79720.75,64921.89,36,Male,820,2,119697.83
4395,31639.7,2171.42,86378.82,99866.88,33,Male,661,4,94042.3
4396,24180.27,2040.12,124720.99,89094.02,58,Non-Binary,732,3,107072.73
4397,5468.58,1892.57,247389.57,148236.39,30,Non-Binary,597,2,185027.13
4398,7544.14,1138.58,35621.25,101701.9,34,Non-Binary,841,5,194495.85
4399,37340.53,1861.1,41951.86,94610.94,58,Male,653,2,88217.86
4400,14675.57,2482.63,42671.84,46957.36,36,Non-Binary,514,1,33913.82
4401,611.3,1623.61,111915.12,92076.96,29,Male,644,0,171622.85
4402,40904.98,2329.81,146371.31,124179.32,71,Non-Binary,521,0,100383.83
4403,26114.6,2318.61,70735.62,84778.77,60,Non-Binary,578,5,62269.68
4404,23508.48,2234.4,13207.57,49421.57,73,Male,634,0,47209.81
4405,35370.28,2376.22,191015.08,113708.91,36,Non-Binary,695,5,118149.37
4406,34196.34,2700.87,72184.42,88439.76,79,Male,773,2,111959.22
4407,294.23,1845.45,10342.84,20000.0,45,Male,475,0,18810.07
4408,27835.45,1866.08,51166.99,67175.37,74,Non-Binary,503,5,30492.34
4409,11771.68,1934.33,6076.17,38143.22,53,Male,759,5,46217.86
4410,7421.57,2267.42,32664.52,65473.15,44,Non-Binary,669,4,81789.56
4411,9663.71,3124.81,60124.02,106772.76,41,Non-Binary,681,3,141267.32
4412,26587.52,1817.4,41033.25,81837.1,34,Female,686,3,81428.31
4413,9267.37,1915.57,27677.23,106662.15,31,Non-Binary,609,1,147739.16
4414,33144.45,2336.14,31949.65,98824.23,80,Female,567,0,95654.13
4415,23446.29,2400.77,52242.36,79463.13,33,Female,655,3,75928.68
4416,13876.05,1716.84,134662.81,93771.53,38,Female,564,3,80534.79
4417,7069.61,1696.68,21548.28,38307.54,38,Non-Binary,594,5,35066.2
4418,21819.86,745.44,121285.79,100853.02,59,Non-Binary,745,5,134284.89
4419,46731.38,2382.88,172815.46,124908.65,79,Male,583,4,84474.5
4420,14936.45,2294.25,130634.38,76864.18,71,Male,511,4,49891.39
4421,23300.32,1808.11,20183.09,48202.15,50,Male,482,2,19776.96
4422,33008.26,2276.39,13261.61,85034.01,22,Non-Binary,679,0,107552.22
4423,40345.48,2040.21,60127.98,103282.41,52,Male,643,5,82425.0
4424,14183.01,1860.7,0.0,50477.52,24,Non-Binary,686,2,61133.63
4425,6854.88,1643.82,13089.4,66758.66,30,Female,647,2,90705.37
4426,29209.47,2013.47,96151.04,72892.76,38,Female,638,3,56375.79
4427,26043.34,1586.52,57698.63,103376.52,22,Male,636,4,99211.76
4428,1801.77,1686.69,93742.85,64238.54,46,Non-Binary,579,3,66512.22
4429,44492.57,1652.95,109208.68,131941.0,41,Male,772,4,157598.58
4430,27577.99,2438.68,91716.82,66259.43,30,Female,612,3,46080.64
4431,31713.05,2142.26,114962.54,83922.3,25,Female,617,3,63192.64
4432,15289.4,1965.76,34763.64,41897.6,62,Non-Binary,780,5,48766.24
4433,16103.84,1381.3,28586.64,59190.18,59,Non-Binary,624,5,53302.06
4434,14029.94,1510.52,95764.74,72629.89,51,Non-Binary,481,2,46283.46
4435,25096.9,1533.51,9935.89,56344.9,19,Male,850,4,65621.74
4436,16282.51,1821.82,91625.48,93606.93,65,Male,671,0,156476.86
4437,6944.47,2093.89,51060.61,52305.31,48,Non-Binary,582,3,48841.4
4438,1790.06,1466.88,87683.56,105190.63,76,Male,556,3,101069.37
4439,41873.7,1372.75,64909.33,85206.54,35,Female,598,2,56349.09
4440,5887.41,2060.9,48379.86,60226.47,21,Non-Binary,610,4,64317.8
4441,5693.19,2879.12,27849.72,55222.86,54,Female,473,1,42064.29
4442,20029.12,1355.22,91076.4,92310.82,72,Male,706,1,144064.43
4443,3089.71,2174.5,7442.95,104871.12,32,Female,585,1,142401.49
4444,11133.66,968.22,47464.19,85819.52,58,Non-Binary,791,2,160018.13
4445,12875.87,2397.99,35817.82,85934.7,18,Female,779,2,152706.55
4446,29254.49,1548.26,91514.77,75818.43,46,Non-Binary,457,3,27913.2
4447,28136.02,1682.06,93958.16,72249.88,37,Male,488,2,36189.73
4448,30404.69,943.63,100249.21,86453.27,74,Female,823,1,143903.08
4449,37678.87,1711.22,162821.84,89695.64,67,Male,796,1,126657.13
4450,25988.62,1374.59,60274.42,59606.24,55,Female,677,0,69130.95
4451,34792.74,2533.75,78528.03,72656.92,27,Female,591,1,54091.39
4452,5050.57,2327.4,54099.16,82457.97,51,Non-Binary,720,5,124133.42
4453,5150.59,1627.7,9691.79,46519.48,72,Male,606,2,55238.9
4454,32003.42,2081.94,102418.9,81634.5,76,Male,580,3,53060.56
4455,38803.3,1834.24,70390.02,108309.9,51,Non-Binary,811,0,193734.85
4456,8940.59,1870.97,42992.89,42794.43,64,Male,588,3,37227.14
4457,31227.97,2021.96,131115.6,145745.91,78,Female,670,0,231118.46
4458,14583.98,1870.01,84784.83,100315.39,79,Female,627,3,107039.74
4459,6347.92,1479.63,5007.04,91852.22,66,Female,606,0,142714.57
4460,26313.84,1963.36,58357.98,90094.0,34,Female,624,1,101445.71
4461,36608.73,1897.29,0.0,84247.71,23,Male,478,2,37002.83
4462,7699.68,2353.97,30636.06,77276.76,60,Female,732,5,114764.4
4463,32130.49,2577.33,0.0,107193.8,46,Female,570,5,77383.76
4464,23787.75,2610.65,95461.76,71736.73,44,Female,749,4,82202.56
4465,1668.33,2174.75,121374.39,140479.83,48,Female,524,0,169602.43
4466,37722.7,2050.58,113552.44,94435.31,50,Male,558,3,55867.47
4467,19924.34,2441.82,15844.47,77630.61,59,Male,661,3,79540.58
4468,14464.39,2408.64,111151.45,101737.56,64,Male,560,0,123769.42
4469,27457.72,1787.69,80251.71,89606.44,29,Female,649,1,106478.23
4470,8504.05,2658.85,29365.7,54646.82,67,Female,430,1,29447.58
4471,46870.99,1476.96,213914.08,131545.42,43,Non-Binary,634,5,107983.45
4472,51790.7,2809.81,75602.23,121034.65,21,Male,742,5,116859.33
4473,6043.34,2150.93,24156.96,81417.72,70,Female,545,0,100727.68
4474,11597.3,2064.11,44850.25,49792.38,40,Female,791,1,92064.59
4475,42779.54,2507.77,128596.25,106290.11,65,Non-Binary,444,3,34919.49
4476,3469.07,2262.21,56449.3,47402.37,77,Male,688,4,65085.3
4477,13154.39,1555.04,102613.69,110307.02,70,Male,724,0,224687.81
4478,24504.0,1888.09,26565.57,61777.82,38,Female,673,3,53085.26
4479,19024.03,1702.73,38819.51,54202.57,79,Female,626,4,43788.13
4480,7177.33,2493.61,57761.62,96146.61,35,Male,648,0,168880.01
4481,15493.35,1871.02,131792.64,68480.28,54,Female,506,3,41676.81
4482,7209.43,2877.68,21620.57,46448.51,58,Male,625,5,48692.32
4483,6672.37,1647.04,8184.53,68625.43,22,Non-Binary,585,2,77047.2
4484,213.69,2009.24,29109.19,45972.18,77,Non-Binary,611,3,54336.13
4485,17050.17,1810.83,111696.94,91251.9,19,Male,767,4,132308.76
4486,19508.21,2547.33,63910.06,51751.08,34,Non-Binary,620,1,50651.21
4487,23373.34,2129.26,0.0,82487.68,68,Male,515,4,48527.73
4488,44656.52,1714.59,99916.65,90973.45,74,Female,694,3,69678.24
4489,22399.36,2861.89,91596.16,122808.04,43,Non-Binary,642,1,168577.35
4490,41005.43,1266.28,103541.1,143048.4,60,Non-Binary,746,4,173770.39
4491,37211.12,1388.81,79655.46,78306.68,42,Male,534,4,36717.44
4492,17669.2,1712.91,27386.31,40584.14,37,Female,643,4,30010.81
4493,9829.49,1383.52,30831.6,58309.52,42,Female,402,4,18880.83
4494,14484.43,2052.58,55163.79,71039.33,26,Male,532,3,50097.54
4495,12415.54,885.86,29119.5,68085.0,54,Non-Binary,674,3,79496.25
4496,5565.14,1966.94,59191.99,81950.88,80,Male,638,0,140827.65
4497,536.32,1812.73,20329.19,58588.61,74,Female,698,4,88218.38
4498,50849.76,1732.78,152272.29,111946.77,46,Male,527,5,52954.84
4499,28151.32,1560.43,174049.21,129593.91,39,Non-Binary,486,1,92626.51
4500,39678.49,2539.37,48574.78,99637.47,69,Non-Binary,634,0,109235.09
4501,4664.62,2217.47,113735.45,96693.71,62,Non-Binary,829,3,185882.13
4502,2192.85,1955.12,161328.5,145771.58,22,Non-Binary,676,3,206126.87
4503,19969.59,2436.07,38116.86,86697.14,53,Non-Binary,695,1,129391.23
4504,37386.55,2508.24,178955.33,81585.76,46,Female,631,5,55860.34
4505,21381.22,1568.6,10940.29,57554.91,62,Non-Binary,768,1,83108.26
4506,28387.3,1553.33,40151.2,108422.86,34,Female,489,3,57756.76
4507,12884.23,1741.75,43632.09,48540.71,51,Non-Binary,540,2,37342.34
4508,10232.81,2616.87,0.0,70540.39,73,Non-Binary,657,1,105692.03
4509,6975.63,2716.0,34884.36,57675.89,35,Male,749,2,99335.87
4510,14547.18,2341.02,30645.52,34063.42,64,Non-Binary,744,2,37812.66
4511,2665.03,1882.16,0.0,96737.03,36,Male,701,2,164608.94
4512,1370.23,2673.79,73165.77,71110.19,44,Female,556,0,97382.37
4513,2004.16,2226.32,4169.07,42638.18,46,Male,722,0,93532.23
4514,22959.14,2804.72,132500.59,81953.13,43,Female,544,3,54961.21
4515,33005.28,1751.1,103331.99,111103.78,23,Female,627,4,97509.9
4516,2811.87,1592.5,28847.38,90182.27,78,Female,551,0,119618.06
4517,17366.71,1709.91,34939.73,51011.9,44,Non-Binary,586,4,36740.92
4518,26922.09,1985.33,35727.2,81266.56,77,Female,705,5,84036.82
4519,33305.07,1152.84,129652.6,83646.31,20,Non-Binary,653,4,67851.38
4520,15887.75,2654.22,76642.26,89595.15,23,Non-Binary,711,5,115667.29
4521,35308.78,2166.6,70360.15,111321.21,77,Female,484,4,53402.41
4522,14817.89,1673.16,88680.31,96366.9,65,Non-Binary,659,3,111781.66
4523,1093.21,1411.73,57328.56,58247.61,32,Non-Binary,846,5,119151.38
4524,34047.07,2437.78,171043.82,107904.89,80,Non-Binary,792,1,178387.54
4525,30837.1,2142.21,13414.61,69092.15,56,Female,731,3,62954.64
4526,32017.47,2779.7,190610.84,120588.56,36,Male,676,3,127156.26
4527,18875.16,2392.83,67593.98,51789.87,42,Female,701,3,50395.97
4528,8833.83,1449.84,0.0,93646.5,25,Non-Binary,648,5,112693.03
4529,27095.96,1598.1,47346.34,99628.76,54,Male,850,0,217599.22
4530,39979.16,2288.79,51652.57,101313.23,59,Male,548,2,66375.04
4531,28315.94,1571.27,63041.94,81199.61,77,Non-Binary,604,5,61383.92
4532,6389.82,1541.47,108800.27,82675.59,69,Male,728,5,124664.94
4533,17643.36,1933.18,18963.18,48103.1,64,Male,721,0,69947.48
4534,13000.31,2743.19,67662.18,84000.26,44,Male,653,3,95695.23
4535,33447.93,1959.24,40926.32,83383.07,48,Female,590,5,55292.26
4536,18653.46,1972.9,43712.48,105966.72,62,Male,765,3,155021.04
4537,2163.68,1121.11,152986.58,120288.07,21,Female,416,2,59792.43
4538,47173.93,1518.14,91155.85,123721.71,18,Non-Binary,628,0,136951.62
4539,20925.6,2400.49,36004.12,63098.15,57,Male,620,1,66249.76
4540,12096.19,1460.34,29021.83,24801.7,61,Female,850,5,26682.6
4541,36006.97,1605.39,62917.54,89049.86,32,Non-Binary,798,3,100859.41
4542,29824.81,1805.03,47422.92,95879.81,53,Male,770,3,118539.26
4543,24316.2,1810.31,30443.88,48996.18,28,Female,715,1,50280.86
4544,2204.78,1062.35,0.0,28602.05,40,Male,745,4,44851.49
4545,18400.78,1413.2,60138.43,48826.62,22,Non-Binary,743,2,58816.64
4546,35201.93,2149.96,77617.26,71991.72,67,Non-Binary,510,2,33713.27
4547,4499.94,1635.18,73286.51,74517.29,34,Female,554,0,97005.94
4548,7370.65,2329.34,29766.91,46969.22,77,Male,710,1,79701.44
4549,14897.75,1236.61,93351.81,76335.59,65,Male,489,4,44335.92
4550,18374.35,1756.38,73734.98,82725.92,60,Male,602,2,84803.96
4551,36525.98,1196.27,811.48,89263.08,47,Male,532,0,66736.92
4552,25484.99,1982.63,73522.64,81243.25,40,Male,671,4,78984.55
4553,26532.79,1880.77,42415.81,88928.08,53,Female,605,5,72662.5
4554,1939.1,1928.25,76634.46,61140.61,62,Non-Binary,735,1,126422.2
4555,398.17,2034.14,6682.67,82322.06,60,Female,593,1,117836.35
4556,27865.04,2418.79,44511.27,83747.18,68,Male,580,3,59743.44
4557,33063.31,1886.36,92875.21,95746.66,50,Male,539,0,81716.74
4558,12205.48,2998.61,150306.13,107828.63,39,Male,617,3,115738.92
4559,32408.01,2622.59,140119.48,123162.9,24,Female,667,1,163507.78
4560,20940.7,1385.55,70298.07,47065.35,75,Male,604,0,43320.16
4561,8478.02,2692.33,35628.75,66512.92,37,Female,689,4,86197.84
4562,44653.31,1519.36,102771.0,90027.74,31,Male,567,1,59474.15
4563,4515.38,1522.08,49144.39,68175.2,62,Male,756,1,142505.55
4564,25416.8,1225.62,126576.92,91888.73,60,Female,819,5,131723.74
4565,33250.6,1495.92,134303.7,148370.88,79,Female,799,0,313337.08
4566,10503.33,1641.0,40960.44,28757.53,71,Non-Binary,752,0,45005.8
4567,1156.41,1593.09,91330.62,95249.01,18,Male,769,0,240706.01
4568,8097.97,2946.32,18895.46,20000.0,73,Male,663,0,23566.82
4569,12822.79,1384.02,30635.84,59391.89,37,Non-Binary,704,0,102621.84
4570,44060.97,2054.02,112876.14,105386.27,43,Male,706,2,108646.87
4571,951.55,1971.81,114287.99,75352.24,68,Non-Binary,724,4,120447.97
4572,37983.56,2984.82,167891.78,107275.75,59,Non-Binary,757,4,120909.19
4573,15446.85,1770.06,79071.64,103719.13,56,Female,657,1,154701.44
4574,40677.15,2215.11,193522.48,112278.48,36,Male,780,1,168719.62
4575,7917.14,2286.96,47816.48,61306.74,49,Non-Binary,300,1,0.0
4576,15512.49,1308.38,54506.49,74040.82,54,Female,485,4,41342.43
4577,20446.97,1200.52,85960.78,59497.55,54,Non-Binary,473,0,36849.87
4578,21528.96,1260.81,55898.08,67983.77,38,Female,714,1,94413.71
4579,18709.94,1536.54,26015.73,70990.0,36,Female,805,0,144008.53
4580,1003.94,1958.84,19758.33,20000.0,28,Non-Binary,722,5,30607.91
4581,47428.27,2829.38,115706.41,106137.8,37,Non-Binary,604,3,68146.27
4582,11060.07,1472.75,0.0,56810.84,29,Female,649,5,60965.24
4583,4106.48,2328.88,95342.62,90360.82,48,Female,662,3,119219.24
4584,10410.23,2554.52,133861.44,95519.82,24,Female,674,1,156261.41
4585,26246.11,2526.35,34096.99,79208.74,19,Female,648,1,90480.0
4586,19193.23,2363.3,26930.33,46114.19,73,Female,687,4,39780.0
4587,2731.1,2219.57,0.0,118364.71,73,Non-Binary,542,4,106845.48
4588,11857.33,2192.37,118670.92,90338.67,52,Female,553,3,75813.1
4589,9426.68,2071.7,18179.2,31989.74,38,Male,745,4,38337.19
4590,26014.4,1873.66,67652.11,69732.09,52,Female,650,0,83461.76
4591,26455.84,2011.55,73078.18,64235.29,56,Male,618,1,58977.8
4592,40362.75,2238.34,102805.42,108328.64,75,Male,486,4,48268.4
4593,20861.77,1203.8,0.0,82608.34,54,Male,561,4,61533.52
4594,31948.02,2189.27,52308.91,76023.57,67,Female,488,5,31638.53
4595,23595.75,1689.91,95841.02,73738.86,78,Female,560,1,64001.25
4596,7137.73,2036.37,74959.48,78169.39,24,Female,595,4,80007.58
4597,28169.47,1517.04,52985.08,75048.9,27,Male,595,3,52803.71
4598,33076.14,1891.3,53433.26,87344.06,78,Female,603,2,71752.56
4599,14143.22,1348.99,44579.65,41606.19,40,Female,837,5,56309.77
4600,28544.37,853.4,53832.95,108016.85,49,Non-Binary,786,2,168540.02
4601,28717.22,1559.93,30692.91,75449.08,32,Non-Binary,761,4,82257.24
4602,72.76,1156.66,55110.01,57529.99,20,Non-Binary,715,5,91043.59
4603,24390.4,2872.32,36261.42,77516.58,41,Male,586,2,66301.87
4604,22327.51,1502.71,74724.15,107088.4,65,Male,752,3,146282.24
4605,29698.82,1294.04,70469.44,65404.61,40,Male,657,2,55623.84
4606,29616.33,1407.64,109683.29,74653.11,80,Non-Binary,579,3,47976.88
4607,14331.9,1844.21,103313.97,57530.93,28,Non-Binary,648,3,57400.06
4608,42915.63,1713.63,65669.6,121937.4,56,Female,735,3,131248.56
4609,11707.85,3248.06,65733.69,83043.48,34,Female,623,5,87976.46
4610,21206.24,2578.27,88170.7,150933.81,56,Male,395,5,47055.78
4611,47341.26,1631.03,223042.43,161067.7,53,Non-Binary,777,1,266306.66
4612,33193.88,3137.44,58997.29,71064.17,72,Male,593,0,60524.36
4613,20365.66,2220.33,36346.34,57791.61,75,Male,850,0,112278.91
4614,3395.57,1447.13,65932.95,49586.12,61,Female,545,1,55554.72
4615,11211.11,2894.86,66731.37,78148.62,70,Non-Binary,451,1,49619.06
4616,21075.16,2188.39,14507.09,101273.85,43,Female,590,3,88802.05
4617,25698.04,2315.49,31751.15,90701.9,68,Male,559,0,91833.13
4618,4617.13,2064.73,89964.48,105993.56,62,Female,736,0,241091.69
4619,8504.89,2357.78,48024.94,56028.98,58,Male,616,3,57340.16
4620,23633.05,2462.79,77261.32,61302.08,62,Female,779,2,78735.93
4621,35291.36,2647.43,92736.41,82847.51,58,Non-Binary,575,3,49934.4
4622,9021.24,2461.38,52920.59,47967.52,77,Non-Binary,580,0,59481.88
4623,8716.34,1492.05,171844.8,84921.01,46,Female,476,1,65840.92
4624,2727.03,1215.11,18225.14,36987.08,54,Male,793,2,73702.87
4625,33367.38,2077.25,20072.97,93495.74,59,Female,749,3,103082.49
4626,28084.06,2144.3,155048.6,120170.41,19,Non-Binary,524,2,90010.45
4627,37087.23,1804.62,22753.19,121882.69,64,Female,788,4,157997.63
4628,24002.58,3055.24,9174.44,53605.97,59,Female,583,3,31988.29
4629,30634.53,1084.02,136187.98,104052.47,65,Female,633,4,93347.95
4630,46175.64,1577.13,131518.34,100160.3,20,Female,714,1,109717.4
4631,13180.61,1982.31,2954.36,81073.93,35,Non-Binary,808,0,188126.67
4632,30524.42,1258.76,72306.8,94492.05,77,Male,496,4,47871.29
4633,26374.76,1578.74,72790.1,59246.56,18,Non-Binary,704,5,50706.93
4634,18111.73,1849.15,50288.72,55157.15,44,Non-Binary,850,2,88909.8
4635,12847.05,2036.33,109242.0,125195.71,26,Female,566,5,114105.49
4636,18709.87,2078.78,13036.39,94868.18,33,Male,568,5,77930.92
4637,7137.91,2727.41,25227.37,30342.64,66,Male,701,4,35528.91
4638,28440.13,2925.74,67084.38,78760.41,24,Female,674,2,82123.29
4639,46975.88,1939.92,21917.7,95079.36,51,Male,620,3,58774.31
4640,28760.24,2390.97,48703.92,80587.08,33,Male,677,3,74602.89
4641,6595.94,1698.71,44220.8,49790.48,28,Female,604,0,71624.62
4642,17065.22,1582.84,0.0,52915.58,48,Non-Binary,613,3,42844.82
4643,30980.4,1108.48,88888.7,79719.71,67,Male,612,0,82946.11
4644,10535.58,1728.96,46939.23,57309.6,50,Male,671,5,66257.79
4645,6660.98,2579.17,66120.37,90687.64,41,Female,586,2,104865.36
4646,32543.61,1219.72,112809.77,76483.76,55,Non-Binary,734,2,83215.46
4647,2250.61,1866.83,20484.05,20000.0,56,Non-Binary,675,0,36305.8
4648,3580.18,3281.97,8632.75,69093.1,51,Male,597,0,106131.01
4649,10706.43,2650.4,29346.91,29216.52,58,Female,722,0,42607.71
4650,22361.32,1698.8,131756.08,92868.95,49,Male,637,5,90724.4
4651,18469.04,1880.58,60052.85,65056.32,60,Non-Binary,761,2,93717.24
4652,18649.8,2567.26,44006.69,49637.62,75,Non-Binary,597,4,35140.61
4653,26181.03,2597.18,62094.78,62577.6,59,Non-Binary,725,2,67499.87
4654,54828.38,3432.45,181235.27,117512.43,71,Non-Binary,528,1,70161.07
4655,5339.27,2313.51,77700.78,66929.48,18,Male,788,5,114759.51
4656,34975.15,1963.47,97525.24,99156.69,64,Male,672,3,91161.63
4657,5751.83,3152.54,19516.11,33176.9,49,Male,663,1,48871.78
4658,44918.81,1727.5,34623.38,92901.38,50,Male,744,0,116206.23
4659,35410.83,1965.48,50511.57,120761.82,30,Female,528,4,74302.17
4660,4468.07,3225.99,76667.03,71229.68,63,Female,482,0,66276.13
4661,13874.2,1705.3,59004.31,34334.05,75,Male,493,2,17231.25
4662,12271.8,1700.45,62594.28,62484.59,71,Non-Binary,665,0,99969.49
4663,1120.13,1767.85,56940.04,71158.05,64,Non-Binary,631,1,113805.28
4664,22129.18,2642.89,33308.45,82968.16,54,Non-Binary,697,0,131744.62
4665,23554.25,1465.81,127175.34,62894.78,73,Female,743,0,95061.93
4666,22945.76,1374.41,52006.53,88037.32,27,Male,794,3,122775.01
4667,10525.29,2342.93,66925.26,45574.77,79,Female,633,2,50930.42
4668,18561.66,1916.68,7704.28,92832.56,65,Non-Binary,742,1,161154.78
4669,11085.08,2438.44,101086.71,103190.67,26,Non-Binary,535,5,82643.93
4670,23139.09,2388.4,98697.37,70826.51,20,Non-Binary,637,5,61361.12
4671,27197.42,3193.01,27906.51,60209.52,47,Non-Binary,774,4,59746.72
4672,9281.5,2534.81,62526.97,100014.51,39,Female,815,1,229389.78
4673,24700.17,2508.82,39218.9,99633.23,38,Male,769,1,172523.72
4674,2390.51,2141.73,91422.49,90240.73,61,Non-Binary,704,0,193590.0
4675,16931.56,1186.54,29328.33,61676.21,80,Non-Binary,466,2,32411.6
4676,22574.82,1803.22,152337.33,85477.34,80,Female,630,4,79257.51
4677,18507.86,2337.27,63008.49,58992.18,36,Male,760,4,71105.74
4678,40051.07,2305.7,166255.63,92592.74,65,Non-Binary,829,4,106125.49
4679,18484.03,2367.33,35636.75,99319.58,59,Female,546,2,86773.49
4680,43728.33,2804.88,98571.19,104135.25,40,Male,689,2,102538.71
4681,34914.01,2570.65,95638.71,86565.36,29,Non-Binary,547,2,55671.2
4682,53290.34,2335.82,72289.66,129648.14,69,Male,744,3,129447.99
4683,3573.5,1780.9,82159.61,72627.36,27,Female,669,5,97290.68
4684,12757.71,1811.47,6338.65,40915.48,71,Non-Binary,516,5,23222.74
4685,238.0,1543.88,0.0,109555.3,39,Female,784,2,230878.14
4686,19279.84,2435.91,50591.6,76805.19,53,Non-Binary,751,0,141512.98
4687,10379.34,2356.67,76779.76,68271.76,34,Non-Binary,606,0,96627.97
4688,6659.75,1611.79,81279.01,63585.17,39,Male,596,1,82717.96
4689,16087.83,1859.22,28367.14,37893.91,57,Male,766,1,49885.35
4690,1041.01,2045.81,0.0,56470.18,55,Non-Binary,604,4,64338.17
4691,30751.14,1665.45,62155.84,86252.03,80,Male,547,1,67297.78
4692,6021.57,3416.77,20118.47,40525.48,40,Male,619,3,42025.94
4693,46379.69,2712.68,0.0,110367.65,22,Male,560,1,81672.44
4694,5457.73,2496.18,5603.58,41694.18,62,Female,850,5,76096.82
4695,47424.02,1194.62,21569.45,106319.04,29,Female,577,0,88985.7
4696,14528.53,1763.41,15918.31,87001.02,33,Female,680,5,105151.24
4697,676.69,2045.65,12357.27,60433.52,34,Non-Binary,760,1,134941.81
4698,27082.12,2235.64,33437.63,54892.91,28,Female,752,0,68567.45
4699,38038.33,2008.83,75729.81,96224.88,57,Non-Binary,464,1,46845.78
4700,11767.21,2444.95,37081.25,46109.53,19,Female,850,3,72119.41
4701,33833.0,1484.93,137769.12,113161.19,56,Non-Binary,546,2,85155.53
4702,7247.52,2307.41,140393.1,85127.42,77,Female,604,3,90397.42
4703,10038.61,1612.37,89270.93,108729.92,62,Male,593,0,157726.8
4704,16968.76,2071.57,66505.51,89453.0,48,Female,741,5,122050.6
4705,15364.23,2254.53,64018.48,67332.51,50,Female,850,4,109133.87
4706,10006.79,2253.15,22208.47,28501.92,19,Female,579,1,25332.08
4707,53565.88,2837.79,46099.1,112563.98,31,Female,644,1,99632.5
4708,23570.02,2224.53,61662.68,59672.42,37,Female,690,5,53760.34
4709,8859.53,2020.68,101483.11,96668.83,43,Female,433,0,63701.72
4710,19260.05,1753.83,144514.97,85272.66,25,Male,722,0,151949.55
4711,35196.69,1827.48,111519.19,73874.74,18,Male,765,0,98102.81
4712,35601.88,1624.56,12334.45,88484.03,36,Non-Binary,600,5,60574.56
4713,19210.81,1076.98,88714.45,104015.83,37,Male,690,4,126282.66
4714,15731.9,2643.22,27025.58,81505.54,79,Non-Binary,538,4,59770.48
4715,753.79,1849.93,97475.82,80547.09,70,Female,671,0,161472.64
4716,24935.27,2113.6,56140.94,111293.18,79,Female,603,1,128453.8
4717,34163.33,1908.02,109654.18,70353.96,64,Male,558,2,40744.62
4718,17074.62,2838.41,58178.41,54951.38,40,Non-Binary,627,0,67558.92
4719,8362.57,2064.19,90407.45,100907.03,43,Male,735,4,153708.07
4720,62.93,2175.47,96608.49,90619.95,55,Non-Binary,655,3,122745.93
4721,21617.68,2230.56,0.0,68587.23,61,Non-Binary,564,1,60872.95
4722,6323.46,1590.39,35624.09,41613.56,44,Non-Binary,492,2,29566.81
4723,10874.2,1238.13,6400.37,86916.44,37,Female,597,1,110869.77
4724,16502.22,1333.36,56329.82,80223.79,30,Male,536,4,57419.11
4725,16151.19,1682.78,64179.03,75993.18,26,Male,613,2,81733.57
4726,22110.89,1662.21,33549.61,51917.64,50,Female,634,1,48872.93
4727,7058.96,2042.66,57771.56,48669.01,77,Non-Binary,646,0,78529.79
4728,11717.85,1643.87,46007.49,49650.01,43,Non-Binary,597,3,43015.34
4729,8356.72,1993.18,73316.15,78855.18,31,Male,622,0,123821.12
4730,32053.3,2527.67,44684.35,73443.1,46,Male,646,5,54680.27
4731,32682.42,2417.34,50212.59,83793.82,33,Female,571,2,60442.01
4732,11291.96,2295.53,36265.95,23075.99,67,Male,557,2,13215.8
4733,8994.31,2049.44,85039.02,65782.68,47,Male,731,2,106803.69
4734,25708.9,2482.24,62380.83,61030.32,78,Female,542,2,37299.86
4735,15599.95,1588.26,36727.64,41026.33,36,Non-Binary,850,1,68652.25
4736,11096.67,1468.94,47708.86,47688.82,52,Male,850,5,76844.0
4737,4768.09,1800.53,84471.98,67362.91,54,Male,798,1,153027.44
4738,10339.49,903.04,45327.64,50213.91,24,Non-Binary,544,3,37148.65
4739,24808.45,2728.78,105276.98,91031.46,73,Female,692,2,113277.93
4740,42492.08,1872.77,58109.48,88162.09,77,Non-Binary,747,3,77947.07
4741,9860.99,1744.17,32275.08,45414.21,18,Non-Binary,588,1,50266.1
